Year,Month,Day,Period,122_HYDRO_1_RESERVOIR_head,122_HYDRO_2_RESERVOIR_head,122_HYDRO_3_RESERVOIR_head,122_HYDRO_4_RESERVOIR_head,122_HYDRO_5_RESERVOIR_head,122_HYDRO_6_RESERVOIR_head,201_HYDRO_4_RESERVOIR_head,215_HYDRO_1_RESERVOIR_head,215_HYDRO_2_RESERVOIR_head,215_HYDRO_3_RESERVOIR_head,222_HYDRO_1_RESERVOIR_head,222_HYDRO_2_RESERVOIR_head,222_HYDRO_3_RESERVOIR_head,222_HYDRO_4_RESERVOIR_head,222_HYDRO_5_RESERVOIR_head,222_HYDRO_6_RESERVOIR_head,322_HYDRO_1_RESERVOIR_head,322_HYDRO_2_RESERVOIR_head,322_HYDRO_3_RESERVOIR_head,322_HYDRO_4_RESERVOIR_head
2020,1,1,1,10.312528089324413,9.068377484155464,4.679264201516294,4.162571602770624,10.033343904815279,9.267428218645383,7.095289754144385,10.738067379289912,11.175332127964726,11.008401478046464,8.781718746309418,7.679329563032754,4.198038298241969,6.0945086484675075,6.5958993833973265,5.911248449997813,13.40336661429859,7.047835600265598,3.824752569390177,5.9277698164569905
2020,1,1,2,9.734003503291392,8.86655435773843,4.555990311926132,4.297403506191439,8.78307968531225,10.206161758242212,7.174085105080096,10.982186901046921,12.494868234676382,10.367057142630767,10.380927626773108,7.291375997813321,3.959363777202168,6.301282787124998,6.2609980893689325,6.356953399045275,14.49500816989003,7.767402336831108,4.044244920443375,6.069957485192571
2020,1,1,3,10.698743739823875,8.79696881585796,5.063886287462387,4.222565005577235,9.640066623737445,10.112453333468752,7.253262967727644,11.308967942348303,11.772633776080806,11.205488657955899,9.071131877037038,7.527305388292308,4.096521626710339,6.53722827374968,6.201270019884956,6.002063156961548,14.10777566613443,7.0142239544376075,3.800610632205392,6.296545694910923
2020,1,1,4,9.378282671255663,8.88368642408378,4.631700308232536,4.1086825826690925,10.176988484430076,10.420229516917802,7.448620117295088,10.932979151865775,12.041808408608274,11.228809359226949,9.031138036093369,7.722198983811133,4.153659707251548,5.798950784056458,6.593548645307474,6.162988865294025,13.947891131355686,7.466939946021204,3.9985835960257616,6.006887813430573
2020,1,1,5,10.003492654860896,9.212215982892006,4.91056834916911,4.3357600423182046,9.931262316900018,9.105974520554886,7.693650048529248,10.353582652049207,12.639907431765163,10.496940562890998,9.002349459227185,7.745379410372,4.10053822664928,5.829040699017802,6.497239380289857,5.947751939861383,14.139889411494806,7.450438501881089,3.879062247683356,5.832250982275476
2020,1,1,6,10.78301292067172,8.741837375180426,4.7968172494182975,4.286327399358667,9.325746841460324,9.023668699321638,7.420608715505225,10.669577069503683,12.269041747442017,10.610599138292532,9.168974693650762,7.347948914526889,4.41472091382725,6.484377918483461,6.547548053000417,6.65419819424586,14.542328681265408,7.157872569103194,3.785978145745192,5.761442618745197
2020,1,1,7,10.924433436908819,9.055283098830092,4.705559653843053,4.093413432230344,9.199153503701853,10.38008943955906,7.289619157379305,11.268578682161005,11.535254643318808,10.689517460317974,9.227505202627224,7.384970466401961,4.00911718837126,6.006403064808809,6.006447494925832,5.797182163642699,14.894204150191763,7.195926969302871,3.9378949256564013,6.111866855059231
2020,1,1,8,10.087323551525355,9.492309435782497,5.130864672766715,4.17501953499626,9.689532398912366,8.673464624684947,6.675130183639754,11.896173051017534,12.896548165461635,11.60418193719844,10.107437155084078,7.391235466638504,3.8535771956011,6.44281414431051,6.649593155657936,5.334557436689994,13.99010358344915,7.739283846617639,3.8212019288890415,5.939176391715784
2020,1,1,9,10.57135318895372,8.964620480667483,4.774651396171541,4.2506684014371805,10.012335097865968,9.295136069665972,7.957650060358402,11.860039175941388,11.968846146883832,10.963881969695027,9.195030937499203,7.4324537612697394,4.432891872819322,5.9740664111822985,6.559709176985623,6.13965908858755,13.89097680924184,7.607172060296806,4.036515402454874,6.185732040281646
2020,1,1,10,10.43817555713209,8.777352604442719,4.787943626293492,4.022061769947945,9.907924758530404,9.791778182043942,7.050151460776382,11.395897253255676,12.079312309835972,10.030380059547893,8.985554580799397,7.583184426399907,4.138211541617219,6.024192245642853,6.283806935642618,5.827297872691317,14.36102604945525,7.987871751644277,3.7277164503068185,5.59623388910618
2020,1,1,11,9.925216796470943,9.55452482347287,4.748321579996377,4.158626862029044,9.75228424840924,9.250602175149725,7.0595342817323985,11.294743025172158,11.764515086938518,10.473101015404929,9.147462239144518,8.057466568237931,4.102682606980871,6.392804878552679,6.535645713828522,6.126072919885663,13.268670639091756,6.57774656939332,3.9170080765418187,6.232060606104607
2020,1,1,12,10.31348135780758,9.135249173931264,4.926571773605014,4.391412312096804,9.956757062737926,9.852731446495328,7.622512297676099,11.582504000692524,11.569392425946283,11.317795461768942,8.840981298648979,7.365466656312017,4.444457034945297,6.317993621151905,6.66675683834729,6.059569862771302,14.503773366147424,7.486675439932416,3.7684374736192208,6.037938563402134
2020,1,1,13,9.775358664253648,9.103518978420864,4.8609380743468,4.1992370360328,9.80742097842555,9.32125122055587,6.936018395248259,11.819569533503586,12.221386327251153,10.823076891123119,8.528980572071436,7.0003464633558385,3.864059985808795,5.861532495341565,6.198708682433102,5.947741447127575,13.260414186886258,6.627802893430638,4.068637537419726,5.687238620705956
2020,1,1,14,9.491702687375785,9.358640413386263,4.754819821951159,4.146370783134192,9.940175376339495,10.274328104883983,7.363517996731526,11.276936733177505,11.411604187267624,10.462546629497282,9.088550296694837,6.981060075783986,4.064655149273003,6.284493293492277,6.200382531672538,5.977504801577827,13.249425968339079,7.317236498166091,3.993097592394186,6.205070338934499
2020,1,1,15,10.328489463749037,9.135865182928526,4.711607757460899,4.468665695946493,10.071445370120804,10.05068050168399,7.121271959154616,11.292362073539142,12.06955796701751,10.836177921525598,9.996018813536415,7.736447041891755,3.9008851761588126,5.9754165418340355,6.31301228523122,6.175886984628472,14.891275499097581,7.26313739371249,3.8751642660159797,6.2384335076454045
2020,1,1,16,10.352335446451487,9.193187852084822,4.884063232667798,4.343049895716777,9.534706977997152,9.87766326356713,7.182280373987728,11.315767829593437,12.877756378940115,11.434618763097573,9.467556517191047,7.328315103326242,4.060743211142123,6.245168569155826,5.819213155702191,5.988607860169297,12.852180995914038,6.990793130303387,3.8797451211018252,5.919084948072324
2020,1,1,17,9.644193533823241,8.591475886492498,4.764877493885276,4.40230427185639,9.363489824449255,9.63142462833765,7.270042915773001,11.67766686517846,12.473706271704025,11.960465223977245,8.967247875940934,7.572469689550643,3.8445828345346715,6.153623898822417,6.471046089784711,6.039287224221363,14.75328315344552,7.149897256322724,4.143680885806355,6.274600612421686
2020,1,1,18,10.066473115291533,8.859719741181808,5.229615589657793,4.148627592225417,9.990482393089199,9.366266285379051,6.909190537046103,10.609966613776594,12.208124463134874,10.97722374220591,9.271003345492849,7.279642089770933,4.093697719145047,6.096930400199093,6.619404412119048,5.955419242220331,14.894881086401355,7.239664407490972,3.9999971195314084,5.782260153263836
2020,1,1,19,9.64393507538411,9.850521222687611,4.78934246508414,4.234441215145539,9.50912383937135,9.717512491088948,7.219778588131522,11.231737030798048,11.57779172366052,11.218208693088881,10.062122393854352,7.447254457109332,4.08191303620482,5.9880193303769715,6.532349294343228,6.472205772821368,14.210606030180841,7.456348844193898,3.764756654953968,5.554966123750039
2020,1,1,20,9.937455992032898,8.786090796169429,4.957546760016274,4.281318314205441,8.951655053795008,9.288740027776834,7.553374000308879,11.40423904322408,12.080396893047984,10.95863906102384,9.215417813768568,7.394267220473186,4.073607568100048,5.730553894076163,6.5091486981484215,6.394723580751944,14.359877623246271,6.990289443561844,4.0272646193010315,6.074895616549706
2020,1,1,21,9.947518034348334,9.192738220209394,4.874352167140563,4.3220269643335625,10.261701775249891,10.519317262403911,7.233961830411107,10.374348976074701,11.724196617531952,11.09909517509621,8.817141762832282,7.285856879970352,3.70821547269517,5.984681169645165,6.648184190070586,5.718533823813515,13.137411022723589,7.110557531466065,3.7947332978682677,5.899467184180633
2020,1,1,22,10.424303522989693,9.806332817290905,4.835580626300545,4.674781336224382,9.806095787692117,9.894929959195215,8.270989259782603,11.636152138579845,12.808402026746503,10.595631606981584,9.1677284748915,7.862171557241782,4.205111012642121,6.308601136836107,6.361108628219597,6.077034263321153,13.744024968634676,7.480433273618471,3.905877746132,5.81162866928693
