Year,Month,Day,Period,122_HYDRO_1_RESERVOIR_head,122_HYDRO_2_RESERVOIR_head,122_HYDRO_3_RESERVOIR_head,122_HYDRO_4_RESERVOIR_head,122_HYDRO_5_RESERVOIR_head,122_HYDRO_6_RESERVOIR_head,201_HYDRO_4_RESERVOIR_head,215_HYDRO_1_RESERVOIR_head,215_HYDRO_2_RESERVOIR_head,215_HYDRO_3_RESERVOIR_head,222_HYDRO_1_RESERVOIR_head,222_HYDRO_2_RESERVOIR_head,222_HYDRO_3_RESERVOIR_head,222_HYDRO_4_RESERVOIR_head,222_HYDRO_5_RESERVOIR_head,222_HYDRO_6_RESERVOIR_head,322_HYDRO_1_RESERVOIR_head,322_HYDRO_2_RESERVOIR_head,322_HYDRO_3_RESERVOIR_head,322_HYDRO_4_RESERVOIR_head
2020,1,1,1,9.185143899407073,9.22434323023978,4.756589934675126,4.636177690283022,12.53898173967813,10.143693372294758,10.775759600306449,12.675265714518382,12.741090672051422,8.297498900218946,12.457103836260002,8.155408128143911,2.5728091684751693,9.812916884998183,5.5657633914876365,8.807248676355407,11.140183392277132,4.466546260385153,4.142205072279543,6.195276959416742
2020,1,1,2,9.10384635189263,9.157760674260718,4.94713775488893,4.347325515606863,12.427315959299078,9.350936401081754,11.303489756052413,11.817919687296628,12.321026576084337,8.006976049602878,12.130344696156882,8.072852447916333,2.6459944235490327,10.073382771872767,5.676608032484067,8.89896988735945,11.822465429317434,4.697845397732238,4.301273761580572,6.4878811031961225
2020,1,1,3,9.622026662099978,9.064434125493369,4.763956340304846,4.487649284913089,12.319994169894144,9.505185378126946,11.89538592397936,11.993221706557915,12.512200655921118,8.190954416256066,11.837454805747631,8.151738514496799,2.658746258185949,9.96052239248183,5.3276595973217935,9.002178826029438,11.501904321492283,4.843907930711769,4.072091082489364,6.014773745154462
2020,1,1,4,9.33177517526928,9.211802817825133,5.14138981203008,4.375976292504505,12.296825829458362,10.09940670482027,10.461126789673242,12.652703401300894,13.667695274798303,8.143526100154736,12.090508822813307,8.405370743753833,2.622414386141688,10.252206722038588,5.524705335663319,9.31863205484495,11.095326975971892,4.4336256822037825,4.341544816214338,6.175885236139923
2020,1,1,5,9.847362141493257,8.883058338125467,4.839813239695852,4.5144823928501046,12.291052632692585,9.806256963189686,10.941278611418328,12.221986149487904,12.889220737327927,8.155867825847551,11.922969884813018,8.074441313884186,2.6577721078009526,10.349404932406912,5.63729059373679,9.462647176024348,12.023567293665357,4.36984870967431,4.405970421987756,6.144909583603547
2020,1,1,6,9.635156312624522,9.124282859769309,4.98814268117133,4.218658275212113,12.070990668416064,10.15592872285728,11.173315752757844,12.280362313904655,13.600739204001451,7.800390052517253,12.216204929203958,8.531403379587188,2.692695729141392,10.053567810249522,5.5604723824364495,9.303217564787124,12.138295608278733,4.48847721771684,4.643157391115862,5.98432283690381
2020,1,1,7,9.039356223144265,8.989661278923874,5.006550025456955,4.307691909558322,12.556921025720039,9.593610189179278,10.418369107872655,12.215335064486021,12.626004280708926,7.462047446858242,11.731492842293504,8.0209874469791,2.614267399644667,10.491806443000135,5.724602346934565,9.2882050966692,11.967242199012276,4.740154399850249,4.307627253647665,6.291194995271238
2020,1,1,8,9.448288941903163,9.482557264779265,4.84665039107274,4.2611536634690586,11.984181359009794,10.363945139647495,10.452404526314817,13.07051675883513,13.040178669165371,8.453027164942187,12.258260748572676,8.31647312385352,2.539397635567916,10.092151372393182,5.5314011381478805,9.504625606768352,11.696793897379367,4.512968184427872,4.210115172198034,5.942538576431175
2020,1,1,9,8.956869802106144,9.057501883050454,4.756677602719439,4.24509968069298,11.792462236955561,9.677134140215646,11.267187979970958,12.561900641444392,12.275039989006489,8.523884323405829,11.951436164073847,8.473342295556092,2.5959294938215653,10.249884638784792,5.465184491852957,8.63854242375088,11.64905092301762,4.59814564128242,4.321652765299934,6.291362820119951
2020,1,1,10,9.237723546617941,8.637342009371904,5.006037953144899,4.353876391409686,11.650385907857384,10.398277766560955,10.936263033003858,12.44762096255293,12.77818629484265,7.6118068022359004,12.073003741850703,8.377367513741767,2.4956795153435887,9.627195210321489,5.079448075184613,8.606200762853815,11.541363684668335,4.423691275703436,4.480607880777119,6.227485925183624
