Year,Month,Day,Period,122_HYDRO_1,122_HYDRO_2,122_HYDRO_3,122_HYDRO_4,122_HYDRO_5,122_HYDRO_6,201_HYDRO_4,215_HYDRO_1,215_HYDRO_2,215_HYDRO_3,222_HYDRO_1,222_HYDRO_2,222_HYDRO_3,222_HYDRO_4,222_HYDRO_5,222_HYDRO_6,322_HYDRO_1,322_HYDRO_2,322_HYDRO_3,322_HYDRO_4
2020,1,1,1,6.46126740902393,12.497428852176883,4.212203489776691,4.140367482489997,8.209146147877535,10.741957837644197,9.149844871990915,11.995347656801906,12.575847577663918,6.838407050229774,10.548048498572543,7.005961157634284,2.5021754963193614,7.968613364006133,4.0141230345524495,9.451247822301504,9.626442674355172,6.459133291131537,4.219484789005742,7.306854606214659
2020,1,1,2,6.46126740902393,12.497428852176883,4.212203489776691,4.140367482489997,8.209146147877535,10.741957837644197,9.149844871990915,11.995347656801906,12.575847577663918,6.838407050229774,10.548048498572543,7.005961157634284,2.5021754963193614,7.968613364006133,4.0141230345524495,9.451247822301504,9.626442674355172,6.459133291131537,4.219484789005742,7.306854606214659
2020,1,1,3,6.46126740902393,12.497428852176883,4.212203489776691,4.140367482489997,8.209146147877535,10.741957837644197,9.149844871990915,11.995347656801906,12.575847577663918,6.838407050229774,10.548048498572543,7.005961157634284,2.5021754963193614,7.968613364006133,4.0141230345524495,9.451247822301504,9.626442674355172,6.459133291131537,4.219484789005742,7.306854606214659
2020,1,1,4,6.46126740902393,12.497428852176883,4.212203489776691,4.140367482489997,8.209146147877535,10.741957837644197,9.149844871990915,11.995347656801906,12.575847577663918,6.838407050229774,10.548048498572543,7.005961157634284,2.5021754963193614,7.968613364006133,4.0141230345524495,9.451247822301504,9.626442674355172,6.459133291131537,4.219484789005742,7.306854606214659
2020,1,1,5,6.46126740902393,12.497428852176883,4.212203489776691,4.140367482489997,8.209146147877535,10.741957837644197,9.149844871990915,11.995347656801906,12.575847577663918,6.838407050229774,10.548048498572543,7.005961157634284,2.5021754963193614,7.968613364006133,4.0141230345524495,9.451247822301504,9.626442674355172,6.459133291131537,4.219484789005742,7.306854606214659
2020,1,1,6,6.46126740902393,12.497428852176883,4.212203489776691,4.140367482489997,8.209146147877535,10.741957837644197,9.149844871990915,11.995347656801906,12.575847577663918,6.838407050229774,10.548048498572543,7.005961157634284,2.5021754963193614,7.968613364006133,4.0141230345524495,9.451247822301504,9.626442674355172,6.459133291131537,4.219484789005742,7.306854606214659
2020,1,1,7,6.46126740902393,12.497428852176883,4.212203489776691,4.140367482489997,8.209146147877535,10.741957837644197,9.149844871990915,11.995347656801906,12.575847577663918,6.838407050229774,10.548048498572543,7.005961157634284,2.5021754963193614,7.968613364006133,4.0141230345524495,9.451247822301504,9.626442674355172,6.459133291131537,4.219484789005742,7.306854606214659
2020,1,1,8,6.46126740902393,12.497428852176883,4.212203489776691,4.140367482489997,8.209146147877535,10.741957837644197,9.149844871990915,11.995347656801906,12.575847577663918,6.838407050229774,10.548048498572543,7.005961157634284,2.5021754963193614,7.968613364006133,4.0141230345524495,9.451247822301504,9.626442674355172,6.459133291131537,4.219484789005742,7.306854606214659
2020,1,1,9,6.46126740902393,12.497428852176883,4.212203489776691,4.140367482489997,8.209146147877535,10.741957837644197,9.149844871990915,11.995347656801906,12.575847577663918,6.838407050229774,10.548048498572543,7.005961157634284,2.5021754963193614,7.968613364006133,4.0141230345524495,9.451247822301504,9.626442674355172,6.459133291131537,4.219484789005742,7.306854606214659
2020,1,1,10,6.46126740902393,12.497428852176883,4.212203489776691,4.140367482489997,8.209146147877535,10.741957837644197,9.149844871990915,11.995347656801906,12.575847577663918,6.838407050229774,10.548048498572543,7.005961157634284,2.5021754963193614,7.968613364006133,4.0141230345524495,9.451247822301504,9.626442674355172,6.459133291131537,4.219484789005742,7.306854606214659
