Year,Month,Day,Period,1,2,3
2020,1,1,1,506.2951450852286,608.4940678647841,672.6315176410219
2020,1,1,2,512.8424013245622,623.5293010636273,688.9990151616834
2020,1,1,3,505.51466283219736,622.0650375864228,682.0630374198007
2020,1,1,4,524.4181512991537,631.790097288189,688.4279336760628
2020,1,1,5,562.5394795739385,686.2175291261168,730.8737068944723
2020,1,1,6,617.2484274528796,727.5893669822427,841.3671571975602
2020,1,1,7,727.6834274191754,854.2432911449667,1004.2236575383839
2020,1,1,8,820.8536507909436,979.7406987680929,1126.613018115087
2020,1,1,9,900.4077081018713,1079.906830260482,1221.5358544417184
2020,1,1,10,900.1844314669706,1058.560657593233,1231.5989407042766
2020,1,1,11,812.5874924847957,1011.6881029977751,1153.228131631553
2020,1,1,12,730.5522842656857,864.3481784092254,981.0183058591502
2020,1,1,13,623.0581828735462,732.5535166156345,842.1215711127112
2020,1,1,14,577.903898931778,679.2291806607226,797.2329201927013
2020,1,1,15,582.1643246197165,696.2828740904467,785.1124157869457
2020,1,1,16,628.2789263410476,759.7871924825727,866.4900981057779
2020,1,1,17,719.2249345081618,885.7490049219228,961.7137049733178
2020,1,1,18,821.0702438133123,1044.7618284430725,1083.4337517742704
2020,1,1,19,924.0247939266669,1127.5658775541644,1223.6591774901485
2020,1,1,20,998.405635781872,1176.2510851192353,1394.5750541702437
2020,1,1,21,966.2492627456542,1148.8260756921604,1396.5331230006975
2020,1,1,22,904.9068828383744,1124.2404001856119,1253.5178165299758
2020,1,1,23,800.6967578373669,970.8981791242392,1101.8036740995838
2020,1,1,24,694.4111793247065,843.188466253294,984.4914800655939
2020,1,2,1,508.89362909352883,598.411949550044,666.46672552251
2020,1,2,2,496.6958165277799,605.3187224707084,670.6862050241256
2020,1,2,3,506.01525565346975,624.8901621948428,697.1829605692657
2020,1,2,4,536.3442921721295,629.2830735430906,700.1571219737733
2020,1,2,5,551.6293481715697,664.5904271378436,749.9670598457315
2020,1,2,6,630.2523616948623,729.8716426778844,835.7321021938229
2020,1,2,7,707.6312960859464,836.3324571660011,980.051838713296
2020,1,2,8,828.4483971007608,988.5305584103987,1154.6321366967475
2020,1,2,9,889.760181608776,1087.2214187253321,1226.6594852354563
2020,1,2,10,900.959190815013,1127.0209615465242,1240.369825042413
2020,1,2,11,846.4892789173255,1001.6006940841814,1077.7898990914996
2020,1,2,12,698.511211894986,885.271308088247,975.7810472381066
2020,1,2,13,634.4276434024945,747.2185774257661,834.780201442809
2020,1,2,14,580.5066071923831,676.8807312106737,760.9624783153023
2020,1,2,15,569.7681834551563,678.5880535992932,764.7654867353563
2020,1,2,16,604.7079537426164,736.4225371019696,835.0511101275076
2020,1,2,17,710.8033223947965,887.9931372951883,975.7545886629846
2020,1,2,18,813.978531058977,971.0109143197707,1081.1697567065362
2020,1,2,19,936.2510353499042,1137.0508221148057,1258.85511166156
2020,1,2,20,1000.4370429104688,1178.3297477259114,1336.9274252999933
2020,1,2,21,1032.0312536253193,1222.3526306631302,1341.1472070582345
2020,1,2,22,927.4165117697067,1126.862468761893,1283.2647260045724
2020,1,2,23,805.6183571310844,983.8528788713554,1122.2623595545858
2020,1,2,24,711.0835150167946,849.5584619175297,982.1183944721118
