Year,Month,Day,Period,320_PV_1,314_PV_1,314_PV_2,313_PV_1,314_PV_3,314_PV_4,313_PV_2,310_PV_1,324_PV_1,312_PV_1,310_PV_2,324_PV_2,324_PV_3,113_PV_1,319_PV_1,215_PV_1,102_PV_1,101_PV_1,102_PV_2,104_PV_1,101_PV_2,101_PV_3,101_PV_4,103_PV_1,119_PV_1
2020,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,7,5.16889038961139,3.226155344672183,6.303986091686401,5.353971183105408,0.8296609697121334,6.745616457186298,5.925136394233398,6.038031620044853,1.2531816033599905,3.4978829430336074,2.6752842694955334,7.36795422589681,5.0089931845551385,5.772743429318084,3.240861648923837,1.7607027252194853,4.156016687565029,0.6723616365829943,5.61011536839062,4.412114922243673,5.560100607758921,2.5320602310108544,6.9699463213420785,6.37239699541707,5.683916250615185
2020,1,1,8,10.687712764317741,6.214926142698205,11.530125947149058,9.59102317222721,1.618072492423142,13.85500335193857,10.43413420824355,10.329692460454398,2.2336398954864354,6.385367689471625,5.518414453379692,12.576237045646703,9.004500077554018,11.157056827983526,6.4411578500425,3.596074427678357,8.541861851489637,1.3060716701142967,12.248759363730075,8.515791471407343,9.619909095274405,5.25870343878425,14.270584491919609,12.390906202021485,11.134847583813565
2020,1,1,9,19.464700328580115,11.448268874259611,22.107813237327136,15.842285457693086,2.7838648470854572,24.312157870040934,17.628938264500338,19.98494170718705,3.933199821083587,10.55806234433165,9.452984083483754,23.178847700586942,17.057301122903503,21.72378827557007,12.07955293366255,6.045866698909494,12.772677364388151,2.2980460120734687,21.320736735820127,16.24194686010661,19.213341372163367,9.317736682554452,26.81530947258248,21.377959182816614,20.098017759111876
2020,1,1,10,28.495731557444373,17.69582396403209,31.173196975913505,29.260161084280377,4.769925637396834,34.10344202879789,30.946798766163788,32.22817034376202,6.074405422643255,18.50564408093314,14.209265163353958,35.69741872056881,25.840586827113754,34.049867330480446,18.939367136957607,9.71802003111943,22.008292826851697,3.5172486527224254,33.397013100921505,26.59006743389449,32.301949317079306,13.787311725731032,36.747353910581126,33.95577725959868,30.399236426007334
2020,1,1,11,43.81934367661568,22.6762831433845,49.0290524714573,38.3966411062855,6.243319987744626,51.99174388455527,42.26109371198048,45.10827925374074,8.735992539754161,26.39468327396762,19.804497551149378,49.6588716431476,35.54113587778643,42.26539878356876,23.620890745707886,14.36193547108798,29.550617003282476,4.712851822149843,41.27841472799586,34.58472820676051,44.323624020564985,20.00547087047526,51.107796159174164,50.986440268973446,39.421882078790546
2020,1,1,12,49.19913962898558,32.16841690442665,64.67764815353092,43.28550443841773,7.9922243859946835,65.56662156208151,49.911673086103704,52.00452345405521,10.061938102870448,31.140145082883045,26.37091461363073,61.97271903383084,44.168088124680864,58.22305606334466,30.6896916490796,17.056698408765186,37.31230619719845,5.909641641332051,56.6880308114267,44.283873638119395,56.00780317940227,22.952659481478303,65.5856862509694,60.73029272986893,50.49663952280419
2020,1,1,13,57.66118790021506,33.87781576020449,64.67764815353092,51.0195328016513,8.846764591733024,72.4327659299286,53.00946856497167,59.38269428521763,10.185982340310176,31.458637820166352,29.06825576897843,69.65384418594793,48.573463233929324,61.79175401736844,34.36923651439517,16.940177382980917,40.56266616275367,6.516309415515476,62.41707555545849,43.676709452452236,54.41673192326235,27.88039567348039,72.86095578082794,67.19784185652043,58.82199528638461
2020,1,1,14,56.784625908520695,32.1474254664261,64.67764815353092,52.90786612133356,8.874946395798416,70.24259181409104,55.42005315105824,59.38269428521763,11.245250912827785,34.8781734663764,28.879695512139453,69.65384418594793,49.002153765888515,62.06159776877059,32.67442053347876,18.588426690288713,42.12452397700974,6.658659695604799,59.19884468452155,46.48169626090363,57.34040502623229,26.93021150241285,70.79639314695083,67.19784185652043,58.82199528638461
2020,1,1,15,52.77710349136923,32.269091678332046,56.449862362053175,46.68198723725133,7.605423667268465,63.75298973970635,51.36892222587511,59.38269428521763,10.570780119422396,28.620075923393205,26.102605267720822,66.6226443243685,41.95183057836003,56.813073484790436,30.66931458783888,17.65900655108004,41.51691850183654,6.124048652848006,55.878871035288356,40.74099421728148,49.45815566413183,27.482490948737915,63.14194943345967,59.259169716741674,56.88919553274916
2020,1,1,16,40.57386976982522,25.152375166033554,42.148973513687324,36.93952657894374,6.017189246551826,52.00078835648128,43.649789748387704,40.95394757669955,7.739843794267928,25.377168164293025,21.423145082354722,49.90354487038054,32.264159972655946,46.67997041116049,24.633188289911065,13.17161566622757,28.517045402685028,4.660495359176852,44.46379470459699,31.206963570208696,41.546955468627594,19.944739186283027,54.96679840009805,48.15930747544546,43.79057393267727
2020,1,1,17,29.62747625558721,16.370815234856384,32.20589838574402,29.06646822609313,4.607650498235768,37.76329363523958,28.022177776333017,29.714608052160887,5.777065570354893,17.11245832470215,14.19911139603479,37.219321319332025,25.93146557506108,31.99527124536746,18.651747215754472,10.018714315797073,20.53676873857166,3.498238867532469,34.99767265995255,24.845746312885964,27.565788502113044,15.05006436425505,38.11627017217396,34.94297773319844,30.634031555792276
2020,1,1,18,19.030029485029612,12.200789107631396,20.12796321006204,16.504873829161372,3.0093573551637416,24.832536982034508,18.86932116086414,19.249160187383314,3.6078354745756327,10.81580668821324,9.922974287367659,22.1249968173187,16.64029590128651,21.87074039503477,11.997158736229741,5.908032669602224,13.075241023943963,2.081193651247222,22.524419960078063,14.06187711134308,18.26781999251731,9.153569984478363,21.533143079720542,22.602472243846936,20.088782058249198
2020,1,1,19,10.643282202968008,6.640741065096701,11.332197234879775,9.594207579444733,1.7041313955586797,14.576941089461242,11.239301986241735,10.941027016699236,2.3052020196782457,6.442078921602033,5.715205660210107,13.659753929919267,9.477550401938753,11.903267345541499,6.384656956272128,3.2501213031167024,8.717389301945524,1.3522661370212659,10.808002673022933,8.486343174014701,10.464009096605972,5.257831802065984,12.91848586796201,14.009917312578823,10.739658395039127
2020,1,1,20,5.810333574504618,3.299061332108412,6.812043904893025,5.18480665322203,0.8257893721266507,6.995831057893728,4.91740291809521,5.502199423471337,1.1421065566947048,3.3512076198906224,3.185761831290462,6.497127882679759,4.8487081828483225,6.206059654451316,3.2971987852909543,1.815279570984145,4.024586030916178,0.6243606080631122,6.807457072934073,4.540153947687359,5.810228787769541,2.624667256473766,7.59581713019539,6.240888579554549,5.660382518318216
2020,1,1,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
