Year,Month,Day,Period,309_WIND_1,317_WIND_1,303_WIND_1,122_WIND_1
2020,1,1,1,136.65070558266478,609.3164182974191,348.8622133274019,589.1352971246902
2020,1,1,2,136.65070558266478,609.3164182974191,348.8622133274019,589.1352971246902
2020,1,1,3,136.65070558266478,609.3164182974191,348.8622133274019,589.1352971246902
2020,1,1,4,136.65070558266478,609.3164182974191,348.8622133274019,589.1352971246902
2020,1,1,5,136.65070558266478,609.3164182974191,348.8622133274019,589.1352971246902
2020,1,1,6,136.65070558266478,609.3164182974191,348.8622133274019,589.1352971246902
2020,1,1,7,136.65070558266478,609.3164182974191,348.8622133274019,589.1352971246902
2020,1,1,8,136.65070558266478,609.3164182974191,348.8622133274019,589.1352971246902
2020,1,1,9,136.65070558266478,609.3164182974191,348.8622133274019,589.1352971246902
2020,1,1,10,136.65070558266478,609.3164182974191,348.8622133274019,589.1352971246902
2020,1,1,11,136.65070558266478,609.3164182974191,348.8622133274019,589.1352971246902
2020,1,1,12,136.65070558266478,609.3164182974191,348.8622133274019,589.1352971246902
2020,1,1,13,132.0697644135917,625.4251079499428,471.47810645236336,506.06627626705404
2020,1,1,14,132.0697644135917,625.4251079499428,471.47810645236336,506.06627626705404
2020,1,1,15,132.0697644135917,625.4251079499428,471.47810645236336,506.06627626705404
2020,1,1,16,132.0697644135917,625.4251079499428,471.47810645236336,506.06627626705404
2020,1,1,17,132.0697644135917,625.4251079499428,471.47810645236336,506.06627626705404
2020,1,1,18,132.0697644135917,625.4251079499428,471.47810645236336,506.06627626705404
2020,1,1,19,132.0697644135917,625.4251079499428,471.47810645236336,506.06627626705404
2020,1,1,20,132.0697644135917,625.4251079499428,471.47810645236336,506.06627626705404
2020,1,1,21,132.0697644135917,625.4251079499428,471.47810645236336,506.06627626705404
2020,1,1,22,132.0697644135917,625.4251079499428,471.47810645236336,506.06627626705404
2020,1,1,23,132.0697644135917,625.4251079499428,471.47810645236336,506.06627626705404
2020,1,1,24,132.0697644135917,625.4251079499428,471.47810645236336,506.06627626705404
2020,1,1,25,124.29910194434117,537.4011587109704,471.7101617222606,512.6301966832501
2020,1,1,26,124.29910194434117,537.4011587109704,471.7101617222606,512.6301966832501
2020,1,1,27,124.29910194434117,537.4011587109704,471.7101617222606,512.6301966832501
2020,1,1,28,124.29910194434117,537.4011587109704,471.7101617222606,512.6301966832501
2020,1,1,29,124.29910194434117,537.4011587109704,471.7101617222606,512.6301966832501
2020,1,1,30,124.29910194434117,537.4011587109704,471.7101617222606,512.6301966832501
2020,1,1,31,124.29910194434117,537.4011587109704,471.7101617222606,512.6301966832501
2020,1,1,32,124.29910194434117,537.4011587109704,471.7101617222606,512.6301966832501
2020,1,1,33,124.29910194434117,537.4011587109704,471.7101617222606,512.6301966832501
2020,1,1,34,124.29910194434117,537.4011587109704,471.7101617222606,512.6301966832501
2020,1,1,35,124.29910194434117,537.4011587109704,471.7101617222606,512.6301966832501
2020,1,1,36,124.29910194434117,537.4011587109704,471.7101617222606,512.6301966832501
2020,1,1,37,128.1694751451914,589.9662449478761,385.1239731736154,546.7914272360215
2020,1,1,38,128.1694751451914,589.9662449478761,385.1239731736154,546.7914272360215
2020,1,1,39,128.1694751451914,589.9662449478761,385.1239731736154,546.7914272360215
2020,1,1,40,128.1694751451914,589.9662449478761,385.1239731736154,546.7914272360215
2020,1,1,41,128.1694751451914,589.9662449478761,385.1239731736154,546.7914272360215
2020,1,1,42,128.1694751451914,589.9662449478761,385.1239731736154,546.7914272360215
2020,1,1,43,128.1694751451914,589.9662449478761,385.1239731736154,546.7914272360215
2020,1,1,44,128.1694751451914,589.9662449478761,385.1239731736154,546.7914272360215
2020,1,1,45,128.1694751451914,589.9662449478761,385.1239731736154,546.7914272360215
2020,1,1,46,128.1694751451914,589.9662449478761,385.1239731736154,546.7914272360215
2020,1,1,47,128.1694751451914,589.9662449478761,385.1239731736154,546.7914272360215
2020,1,1,48,128.1694751451914,589.9662449478761,385.1239731736154,546.7914272360215
2020,1,1,49,111.60102060732484,514.3181945287021,385.9684419800182,486.8601070673868
2020,1,1,50,111.60102060732484,514.3181945287021,385.9684419800182,486.8601070673868
2020,1,1,51,111.60102060732484,514.3181945287021,385.9684419800182,486.8601070673868
2020,1,1,52,111.60102060732484,514.3181945287021,385.9684419800182,486.8601070673868
2020,1,1,53,111.60102060732484,514.3181945287021,385.9684419800182,486.8601070673868
2020,1,1,54,111.60102060732484,514.3181945287021,385.9684419800182,486.8601070673868
2020,1,1,55,111.60102060732484,514.3181945287021,385.9684419800182,486.8601070673868
2020,1,1,56,111.60102060732484,514.3181945287021,385.9684419800182,486.8601070673868
2020,1,1,57,111.60102060732484,514.3181945287021,385.9684419800182,486.8601070673868
2020,1,1,58,111.60102060732484,514.3181945287021,385.9684419800182,486.8601070673868
2020,1,1,59,111.60102060732484,514.3181945287021,385.9684419800182,486.8601070673868
2020,1,1,60,111.60102060732484,514.3181945287021,385.9684419800182,486.8601070673868
2020,1,1,61,116.60974424292297,545.6382565715741,337.774742868423,436.00178289546074
2020,1,1,62,116.60974424292297,545.6382565715741,337.774742868423,436.00178289546074
2020,1,1,63,116.60974424292297,545.6382565715741,337.774742868423,436.00178289546074
2020,1,1,64,116.60974424292297,545.6382565715741,337.774742868423,436.00178289546074
2020,1,1,65,116.60974424292297,545.6382565715741,337.774742868423,436.00178289546074
2020,1,1,66,116.60974424292297,545.6382565715741,337.774742868423,436.00178289546074
2020,1,1,67,116.60974424292297,545.6382565715741,337.774742868423,436.00178289546074
2020,1,1,68,116.60974424292297,545.6382565715741,337.774742868423,436.00178289546074
2020,1,1,69,116.60974424292297,545.6382565715741,337.774742868423,436.00178289546074
2020,1,1,70,116.60974424292297,545.6382565715741,337.774742868423,436.00178289546074
2020,1,1,71,116.60974424292297,545.6382565715741,337.774742868423,436.00178289546074
2020,1,1,72,116.60974424292297,545.6382565715741,337.774742868423,436.00178289546074
2020,1,1,73,131.82939402198747,586.9772535486995,362.48295568448265,468.87601196818594
2020,1,1,74,131.82939402198747,586.9772535486995,362.48295568448265,468.87601196818594
2020,1,1,75,131.82939402198747,586.9772535486995,362.48295568448265,468.87601196818594
2020,1,1,76,131.82939402198747,586.9772535486995,362.48295568448265,468.87601196818594
2020,1,1,77,131.82939402198747,586.9772535486995,362.48295568448265,468.87601196818594
2020,1,1,78,131.82939402198747,586.9772535486995,362.48295568448265,468.87601196818594
2020,1,1,79,131.82939402198747,586.9772535486995,362.48295568448265,468.87601196818594
2020,1,1,80,131.82939402198747,586.9772535486995,362.48295568448265,468.87601196818594
2020,1,1,81,131.82939402198747,586.9772535486995,362.48295568448265,468.87601196818594
2020,1,1,82,131.82939402198747,586.9772535486995,362.48295568448265,468.87601196818594
2020,1,1,83,131.82939402198747,586.9772535486995,362.48295568448265,468.87601196818594
2020,1,1,84,131.82939402198747,586.9772535486995,362.48295568448265,468.87601196818594
2020,1,1,85,128.29535335187472,574.660689776346,438.0203637132589,486.6175264846611
2020,1,1,86,128.29535335187472,574.660689776346,438.0203637132589,486.6175264846611
2020,1,1,87,128.29535335187472,574.660689776346,438.0203637132589,486.6175264846611
2020,1,1,88,128.29535335187472,574.660689776346,438.0203637132589,486.6175264846611
2020,1,1,89,128.29535335187472,574.660689776346,438.0203637132589,486.6175264846611
2020,1,1,90,128.29535335187472,574.660689776346,438.0203637132589,486.6175264846611
2020,1,1,91,128.29535335187472,574.660689776346,438.0203637132589,486.6175264846611
2020,1,1,92,128.29535335187472,574.660689776346,438.0203637132589,486.6175264846611
